"","file","nursery_id","dataset","px.cm","apple_id","node","top_x","top_y","bottom_x","bottom_y","width","length","area","solidity","asymmetry","width_reml_lsmeans_predict","length_reml_lsmeans_predict","area_reml_lsmeans_predict","solidity_reml_lsmeans_predict","asymmetry_reml_lsmeans_predict","aspect_ratio","PC1","PC2","PC3","PC4","PC5","PC6"
"1","BW_10003_1.jpg","10003","apple",81.93,1230,NA,580.75,150.625,625.25,715.125,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"2","BW_10003_11.jpg","10003","apple",81.93,1230,NA,537,145.75,540.75,731.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"3","BW_10003_13.jpg","10003","apple",81.93,1230,NA,585.5,174,559.312,719.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"4","BW_10003_15.jpg","10003","apple",81.93,1230,NA,623.719,159.594,583.812,732.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"5","BW_10003_17.jpg","10003","apple",81.93,1230,NA,575.188,166.625,586.031,698.406,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"6","BW_10003_19.jpg","10003","apple",81.93,1230,NA,524.833,149.75,548.25,713.375,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"7","BW_10003_3.jpg","10003","apple",81.93,1230,NA,555.25,175.625,592.188,660.375,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"8","BW_10003_5.jpg","10003","apple",81.93,1230,NA,587.344,186.594,586.167,686.167,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"9","BW_10003_7.jpg","10003","apple",81.93,1230,NA,576.333,139.833,576.5,705.25,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.0076595631089926,1.17795395759024,0.0396036920766791,-0.000242763852000837,0.0197301451532923,-0.01377566253942,0.00516308541127423,-0.00053000277532982
"10","BW_10004_1.jpg","10004","apple",81.93,915,NA,553.812,150.625,506.438,730.375,6.63184325691536,6.84807763303059,36.6109776390815,0.997986864661296,0.0086226632129781,6.58942656050657,6.63959912206039,35.2567386643034,0.997873506778468,0.0072257808829528,0.992443435118377,-0.0426369895181406,-0.0126073053927235,0.00571750660113168,0.0245010669810978,-0.00685341948640709,-0.000742951974640801
