"","file","dataset","px.cm","genotype","node","top_x","top_y","bottom_x","bottom_y"
"121","BW_10063_3.jpg","apple",81.93,"10063",NA,614.188,188.625,522.5,758.25
"122","BW_10063_5.jpg","apple",81.93,"10063",NA,590.708,212.625,552.75,718.375
"123","BW_10063_7.jpg","apple",81.93,"10063",NA,588.5,205.688,519.188,710.312
"124","BW_10063_9.jpg","apple",81.93,"10063",NA,626.25,195.625,548.188,728.312
"125","BW_10075_1.jpg","apple",81.93,"10075",NA,577.25,191.625,567.125,687.375
"126","BW_10075_11.jpg","apple",81.93,"10075",NA,546.375,192.75,570.833,699.25
"127","BW_10075_13.jpg","apple",81.93,"10075",NA,549,189.75,536.938,717.406
"128","BW_10075_15.jpg","apple",81.93,"10075",NA,574.688,173.625,554.083,701.333
"129","BW_10075_17.jpg","apple",81.93,"10075",NA,564.125,173.625,498.833,722.25
"130","BW_10075_19.jpg","apple",81.93,"10075",NA,572.188,166.688,537.333,718.333
"131","BW_10075_5.jpg","apple",81.93,"10075",NA,559.375,196.75,573.281,713.406
"132","BW_10075_7.jpg","apple",81.93,"10075",NA,540.125,176.688,574.5,717.312
"133","BW_10075_9.jpg","apple",81.93,"10075",NA,566.875,199.75,554.167,730.25
"134","BW_10077_1.jpg","apple",81.93,"10077",NA,542.344,176.625,568.333,670.25
"135","BW_10077_11.jpg","apple",81.93,"10077",NA,540.656,176.562,573.417,679.375
"136","BW_10077_13.jpg","apple",81.93,"10077",NA,573.5,200.75,537.667,647.25
"137","BW_10077_15.jpg","apple",81.93,"10077",NA,589.125,202.625,559.75,684.25
"138","BW_10077_17.jpg","apple",81.93,"10077",NA,547.833,213.667,546.75,648.125
"139","BW_10077_19.jpg","apple",81.93,"10077",NA,591.333,218.625,550.75,624.125
"140","BW_10077_3.jpg","apple",81.93,"10077",NA,581.688,174.625,524.667,708.375
"141","BW_10077_5.jpg","apple",81.93,"10077",NA,551.688,187.625,562.438,668.312
"142","BW_10077_7.jpg","apple",81.93,"10077",NA,638.167,204.75,504.594,659.406
"143","BW_10077_9.jpg","apple",81.93,"10077",NA,580.344,199.625,516.625,694.406
"144","BW_1008_11.jpg","apple",81.93,"1008",NA,512.812,113.625,578.583,708.375
"145","BW_1008_13.jpg","apple",81.93,"1008",NA,546.688,137.625,580.583,731.25
"146","BW_1008_15.jpg","apple",81.93,"1008",NA,549.375,150.625,569.5,723.25
"147","BW_1008_17.jpg","apple",81.93,"1008",NA,557.667,114.625,574.25,725.25
"148","BW_1008_9.jpg","apple",81.93,"1008",NA,582.375,91.625,545.708,715.208
"149","BW_10091_1.jpg","apple",81.93,"10091",NA,544.167,139.75,527.167,709.167
"150","BW_10091_11.jpg","apple",81.93,"10091",NA,573,174,528.667,753.167
"151","BW_10091_13.jpg","apple",81.93,"10091",NA,603.833,171.833,519.667,697.333
"152","BW_10091_15.jpg","apple",81.93,"10091",NA,596,165,532.5,717.125
"153","BW_10091_5.jpg","apple",81.93,"10091",NA,595.125,183.875,512,693.375
"154","BW_10091_7.jpg","apple",81.93,"10091",NA,584.75,159.875,495.5,682.25
"155","BW_10091_9.jpg","apple",81.93,"10091",NA,533,142,519.333,720.167
"156","BW_10095_1.jpg","apple",81.93,"10095",NA,557.875,171.75,536.5,681.833
"157","BW_10095_11.jpg","apple",81.93,"10095",NA,569.25,197,552.75,705.25
"158","BW_10095_13.jpg","apple",81.93,"10095",NA,543.25,201.875,557.5,688
"159","BW_10095_15.jpg","apple",81.93,"10095",NA,552,191.833,536.5,680.833
"160","BW_10095_17.jpg","apple",81.93,"10095",NA,545.833,181.833,539.75,707
"161","BW_10095_3.jpg","apple",81.93,"10095",NA,552.5,175.833,545.833,709
"162","BW_10095_5.jpg","apple",81.93,"10095",NA,552.25,169,582.75,687.25
"163","BW_10095_7.jpg","apple",81.93,"10095",NA,536.125,169.75,537.417,723.208
"164","BW_10099_1.jpg","apple",81.93,"10099",NA,566,218.667,540.25,667.188
"165","BW_10099_11.jpg","apple",81.93,"10099",NA,542.5,176,542.667,709.167
"166","BW_10099_13.jpg","apple",81.93,"10099",NA,558.833,192,558.875,652.125
"167","BW_10099_15.jpg","apple",81.93,"10099",NA,531,157.917,543,670
"168","BW_10099_17.jpg","apple",81.93,"10099",NA,531.5,202.625,546.5,683
"169","BW_10099_19.jpg","apple",81.93,"10099",NA,556.125,219.75,559.5,637.25
"170","BW_10099_3.jpg","apple",81.93,"10099",NA,559.875,172.75,540.5,688
"171","BW_10099_7.jpg","apple",81.93,"10099",NA,541,183.875,539.625,711.125
"172","BW_10099_9.jpg","apple",81.93,"10099",NA,554.5,191.25,541.667,695.167
"173","BW_1010_11.jpg","apple",81.93,"1010",NA,506,168.75,512.5,713.375
"174","BW_1010_13.jpg","apple",81.93,"1010",NA,564.833,187.833,532.5,690.833
"175","BW_1010_15.jpg","apple",81.93,"1010",NA,542.875,144.75,549.333,707.25
"176","BW_1010_17.jpg","apple",81.93,"1010",NA,565.5,171.75,573.167,700.417
"177","BW_1010_19.jpg","apple",81.93,"1010",NA,576.375,158.75,552.667,693.167
"178","BW_1010_3.jpg","apple",81.93,"1010",NA,547.583,147.667,522.583,740.25
"179","BW_1010_5.jpg","apple",81.93,"1010",NA,571.25,167.875,533.062,715.375
"180","BW_1010_7.jpg","apple",81.93,"1010",NA,511,152.75,535.75,709
"181","BW_1010_9.jpg","apple",81.93,"1010",NA,564.5,126.833,553.5,736.25
"182","BW_10100_1.jpg","apple",81.93,"10100",NA,524.125,146.875,531.667,721
"183","BW_10100_13.jpg","apple",81.93,"10100",NA,564.333,147.833,560,706
"184","BW_10100_15.jpg","apple",81.93,"10100",NA,552.167,167,543,751.083
"185","BW_10100_17.jpg","apple",81.93,"10100",NA,546.167,202.833,554.438,713.188
"186","BW_10100_19.jpg","apple",81.93,"10100",NA,558.25,202,561.667,732.167
"187","BW_10100_3.jpg","apple",81.93,"10100",NA,522,150,543.667,719.333
"188","BW_10100_5.jpg","apple",81.93,"10100",NA,541,145,572.5,733
"189","BW_10100_7.jpg","apple",81.93,"10100",NA,538.25,168,540,697.958
"190","BW_10100_9.jpg","apple",81.93,"10100",NA,545.25,160.5,540.5,699
"191","BW_10103_1.jpg","apple",81.93,"10103",NA,546.5,118.75,554.5,735.5
"192","BW_10103_11.jpg","apple",81.93,"10103",NA,545,155,557.417,694.75
"193","BW_10103_13.jpg","apple",81.93,"10103",NA,554,143,555.75,712.75
"194","BW_10103_15.jpg","apple",81.93,"10103",NA,537.167,157.5,550.667,701.5
"195","BW_10103_17.jpg","apple",81.93,"10103",NA,524.5,158,540,722
"196","BW_10103_19.jpg","apple",81.93,"10103",NA,533.5,133.333,561.833,732.167
"197","BW_10103_3.jpg","apple",81.93,"10103",NA,558.167,151.167,532,708.833
"198","BW_10103_5.jpg","apple",81.93,"10103",NA,545.25,124.75,537.125,732
"199","BW_10103_7.jpg","apple",81.93,"10103",NA,531.167,174.833,572.5,714.167
"200","BW_10103_9.jpg","apple",81.93,"10103",NA,527.5,156.167,565.583,729.375
"201","BW_10109_1.jpg","apple",81.93,"10109",NA,567,159,563.375,670
"202","BW_10109_11.jpg","apple",81.93,"10109",NA,550.5,208.562,514,668.438
"203","BW_10109_13.jpg","apple",81.93,"10109",NA,570.031,188.594,547.625,700.375
"204","BW_10109_15.jpg","apple",81.93,"10109",NA,540.594,209.594,585.375,670.406
"205","BW_10109_17.jpg","apple",81.93,"10109",NA,562.75,185.667,555.5,646.833
"206","BW_10109_19.jpg","apple",81.93,"10109",NA,546.5,189.833,540.333,688.167
"207","BW_10109_3.jpg","apple",81.93,"10109",NA,554.333,204.833,564.167,652.333
"208","BW_10109_5.jpg","apple",81.93,"10109",NA,548.812,186.625,526.531,685.406
"209","BW_10109_7.jpg","apple",81.93,"10109",NA,540.125,206.75,524.083,671.333
"210","BW_10109_9.jpg","apple",81.93,"10109",NA,547.25,201.667,531.625,654.25
"211","BW_10110_1.jpg","apple",81.93,"10110",NA,526.583,189.667,559.833,665.25
"212","BW_10110_11.jpg","apple",81.93,"10110",NA,569,199,553.75,644.125
"213","BW_10110_13.jpg","apple",81.93,"10110",NA,529.5,197.75,583.5,657.25
"214","BW_10110_15.jpg","apple",81.93,"10110",NA,542.625,179.75,552.562,661.375
"215","BW_10110_17.jpg","apple",81.93,"10110",NA,559.875,160.75,539.125,627.25
"216","BW_10110_19.jpg","apple",81.93,"10110",NA,545.333,187.667,553.5,672.25
"217","BW_10110_3.jpg","apple",81.93,"10110",NA,542.25,179.75,520.562,672.312
"218","BW_10110_5.jpg","apple",81.93,"10110",NA,570.167,199.667,526.5,668.333
"219","BW_10110_7.jpg","apple",81.93,"10110",NA,572.938,178.688,566.5,640.25
"220","BW_10110_9.jpg","apple",81.93,"10110",NA,546.25,152,546,677
"221","BW_10122_1.jpg","apple",81.93,"10122",NA,537.167,198.833,510.5,703.312
"222","BW_10122_11.jpg","apple",81.93,"10122",NA,558.5,165.625,543,760.125
"223","BW_10122_13.jpg","apple",81.93,"10122",NA,554.417,142.667,529.938,714.312
"224","BW_10122_15.jpg","apple",81.93,"10122",NA,569.125,113.75,592.969,724.406
"225","BW_10122_17.jpg","apple",81.93,"10122",NA,535.333,154.833,530.75,727.125
"226","BW_10122_3.jpg","apple",81.93,"10122",NA,561,145,542.625,718.312
"227","BW_10122_5.jpg","apple",81.93,"10122",NA,539.25,145.75,538.167,721.25
"228","BW_10122_7.jpg","apple",81.93,"10122",NA,556,177.75,565.333,761.333
"229","BW_10122_9.jpg","apple",81.93,"10122",NA,569.625,143.875,584.5,716.25
"230","BW_10136_1.jpg","apple",81.93,"10136",NA,509.75,146.75,564.312,734.25
"231","BW_10136_13.jpg","apple",81.93,"10136",NA,549.5,137.667,557,702.25
"232","BW_10136_15.jpg","apple",81.93,"10136",NA,542.5,144.25,552,734.167
"233","BW_10136_17.jpg","apple",81.93,"10136",NA,528,154.875,571.667,749.167
"234","BW_10136_19.jpg","apple",81.93,"10136",NA,546,134.833,599.875,748
"235","BW_10136_3.jpg","apple",81.93,"10136",NA,524,141,533.5,702
"236","BW_10136_5.jpg","apple",81.93,"10136",NA,554.938,126.688,534.583,721.25
"237","BW_1014_13.jpg","apple",81.93,"1014",NA,565.875,129.875,602,731.312
"238","BW_1014_15.jpg","apple",81.93,"1014",NA,557,142,593.917,729.25
"239","BW_1014_17.jpg","apple",81.93,"1014",NA,556.5,188.167,573.125,729.125
"240","BW_1014_3.jpg","apple",81.93,"1014",NA,544.125,159.875,574.583,702.333
"241","BW_1014_5.jpg","apple",81.93,"1014",NA,570.5,145,563.25,734.125
"242","BW_1014_7.jpg","apple",81.93,"1014",NA,572.125,163.75,543.083,709.333
"243","BW_1014_9.jpg","apple",81.93,"1014",NA,516.5,150,580.25,667
"244","BW_1015_11.jpg","apple",81.93,"1015",NA,546,183,535.25,689.25
"245","BW_1015_13.jpg","apple",81.93,"1015",NA,530,182.75,538.333,699
"246","BW_1015_15.jpg","apple",81.93,"1015",NA,529.417,177.75,562,634.167
"247","BW_1015_17.jpg","apple",81.93,"1015",NA,584,181,545,681.167
"248","BW_1015_3.jpg","apple",81.93,"1015",NA,572.5,153.875,533.75,700.25
"249","BW_1015_5.jpg","apple",81.93,"1015",NA,557.5,183.833,563.833,675.833
"250","BW_1015_7.jpg","apple",81.93,"1015",NA,549.25,160.25,543.75,716.75
"251","BW_1015_9.jpg","apple",81.93,"1015",NA,559.25,174.917,570.375,694.125
"252","BW_10164_15.jpg","apple",81.93,"10164",NA,521.333,160.833,524,713.167
"253","BW_10164_17.jpg","apple",81.93,"10164",NA,585.25,181.75,545.5,727.25
"254","BW_10164_19.jpg","apple",81.93,"10164",NA,555,139.667,553.5,702.25
"255","BW_10164_7.jpg","apple",81.93,"10164",NA,528.667,151.833,535.5,703
"256","BW_10164_9.jpg","apple",81.93,"10164",NA,586.375,125.625,582.75,710.25
"257","BW_10173_1.jpg","apple",81.93,"10173",NA,526.417,129.667,607.167,701.167
"258","BW_10173_11.jpg","apple",81.93,"10173",NA,557.125,191.75,565.5,659
"259","BW_10173_13.jpg","apple",81.93,"10173",NA,559.812,207.688,484.833,605.167
"260","BW_10173_15.jpg","apple",81.93,"10173",NA,580.5,182.167,516.75,670.75
"261","BW_10173_17.jpg","apple",81.93,"10173",NA,547.917,199.75,546,678
"262","BW_10173_19.jpg","apple",81.93,"10173",NA,545.333,173.833,519.75,672.25
"263","BW_10173_3.jpg","apple",81.93,"10173",NA,540.5,101.833,545.75,746.125
"264","BW_10173_5.jpg","apple",81.93,"10173",NA,552.5,140.667,524.5,706.167
"265","BW_10173_7.jpg","apple",81.93,"10173",NA,543.167,182.667,547.375,687.25
"266","BW_10173_9.jpg","apple",81.93,"10173",NA,543,147,548.75,740.125
"267","BW_1018_1.jpg","apple",81.93,"1018",NA,560.125,204.75,523.833,700.167
"268","BW_1018_11.jpg","apple",81.93,"1018",NA,544.5,178.75,529.167,699.167
"269","BW_1018_13.jpg","apple",81.93,"1018",NA,539.167,161.833,584.167,655.167
"270","BW_1018_15.jpg","apple",81.93,"1018",NA,541.5,153,556.25,670
"271","BW_1018_19.jpg","apple",81.93,"1018",NA,545.25,213.875,554.625,648.375
"272","BW_1018_3.jpg","apple",81.93,"1018",NA,546.375,202.875,534.625,699.125
"273","BW_1018_5.jpg","apple",81.93,"1018",NA,552.125,165.75,588.5,696.25
"274","BW_1018_7.jpg","apple",81.93,"1018",NA,550.75,166,510.667,684.167
"275","BW_1018_9.jpg","apple",81.93,"1018",NA,592.5,168.667,520.5,697.167
"276","BW_10185_1.jpg","apple",81.93,"10185",NA,529,145.667,556.5,737.25
"277","BW_10185_11.jpg","apple",81.93,"10185",NA,510.562,119.75,618.438,742.375
"278","BW_10185_19.jpg","apple",81.93,"10185",NA,523.667,127.667,550.417,763.375
"279","BW_10185_3.jpg","apple",81.93,"10185",NA,523.5,103.75,556,758.167
"280","BW_10185_5.jpg","apple",81.93,"10185",NA,541.625,114.75,562,757.167
"281","BW_10185_7.jpg","apple",81.93,"10185",NA,534.083,114.75,586.25,748
"282","BW_10191_1.jpg","apple",81.93,"10191",NA,525.583,202.667,556.25,737.125
"283","BW_10191_11.jpg","apple",81.93,"10191",NA,564.833,182.167,575,703
"284","BW_10191_13.jpg","apple",81.93,"10191",NA,550.167,177.833,550.25,707.25
"285","BW_10191_15.jpg","apple",81.93,"10191",NA,537.333,156.833,544.167,753
"286","BW_10191_17.jpg","apple",81.93,"10191",NA,545,210.5,546.5,716.167
"287","BW_10191_19.jpg","apple",81.93,"10191",NA,527.167,153.833,497,749.375
"288","BW_10191_3.jpg","apple",81.93,"10191",NA,586,138.833,558.125,707.25
"289","BW_10191_5.jpg","apple",81.93,"10191",NA,565.75,185,545.5,735.25
"290","BW_10191_7.jpg","apple",81.93,"10191",NA,535.5,187.833,542.625,731.312
"291","BW_10195_11.jpg","apple",81.93,"10195",NA,547.625,163.75,516.75,699.25
"292","BW_10195_13.jpg","apple",81.93,"10195",NA,533.625,175.875,531.833,713.167
"293","BW_10195_15.jpg","apple",81.93,"10195",NA,564.25,152.688,497.875,694.25
"294","BW_10195_17.jpg","apple",81.93,"10195",NA,553.5,163,575.167,711
"295","BW_10195_19.jpg","apple",81.93,"10195",NA,542.5,176.5,554.75,718.25
"296","BW_10195_5.jpg","apple",81.93,"10195",NA,538.5,202.25,522,725.167
"297","BW_10195_7.jpg","apple",81.93,"10195",NA,528.5,194.75,489.667,702.167
"298","BW_10195_9.jpg","apple",81.93,"10195",NA,541.333,199.833,530,719.167
"299","BW_10213_1.jpg","apple",81.93,"10213",NA,540.25,209,530.5,685.167
"300","BW_10213_11.jpg","apple",81.93,"10213",NA,545,190.75,541.438,646.375
"301","BW_10213_13.jpg","apple",81.93,"10213",NA,549,194.75,558.333,669.167
"302","BW_10213_15.jpg","apple",81.93,"10213",NA,533.5,179.75,581.167,691.833
"303","BW_10213_17.jpg","apple",81.93,"10213",NA,548.75,171.75,558.083,650.333
"304","BW_10213_19.jpg","apple",81.93,"10213",NA,559,204,536,647
"305","BW_10213_3.jpg","apple",81.93,"10213",NA,543.75,190.667,594.75,681.25
"306","BW_10213_5.jpg","apple",81.93,"10213",NA,561.75,192.75,552.667,648
"307","BW_10213_7.jpg","apple",81.93,"10213",NA,533.167,184.833,559.833,659.833
"308","BW_10213_9.jpg","apple",81.93,"10213",NA,532.5,210.833,547.5,662.667
"309","BW_10215_1.jpg","apple",81.93,"10215",NA,569,178.833,552.625,699
"310","BW_10215_11.jpg","apple",81.93,"10215",NA,581.25,202,494.875,671.125
"311","BW_10215_13.jpg","apple",81.93,"10215",NA,588,209.833,497.333,662.167
"312","BW_10215_15.jpg","apple",81.93,"10215",NA,595,197.75,536.333,659.833
"313","BW_10215_17.jpg","apple",81.93,"10215",NA,502.5,208,560.667,665.167
"314","BW_10215_19.jpg","apple",81.93,"10215",NA,568.625,207.75,529.125,652.25
"315","BW_10215_3.jpg","apple",81.93,"10215",NA,553.167,176.167,535.667,707.167
