"file","nursery_id","dataset","px.cm","apple_id","node","top_x","top_y","bottom_x","bottom_y","width","length","area","solidity","asymmetry","PC1","PC2","PC3","PC4","PC5","PC6","width_reml_lsmeans_predict","length_reml_lsmeans_predict","area_reml_lsmeans_predict","solidity_reml_lsmeans_predict","asymmetry_reml_lsmeans_predict","aspect_ratio","PC1_reml_lsmeans_predict","PC2_reml_lsmeans_predict","PC3_reml_lsmeans_predict","PC4_reml_lsmeans_predict","PC5_reml_lsmeans_predict","PC6_reml_lsmeans_predict","PLANTID","origin","species","use","country","world","release_year","weight_avg_16_stor"
"BW_10003_1.jpg",10003,"apple",81.93,1230,NA,580.75,150.625,625.25,715.125,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0215983192280404,0.0224626175556847,0.0109362812734013,-0.0193463673018455,0.00394346447254266,0.00386951787351273,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_11.jpg",10003,"apple",81.93,1230,NA,537,145.75,540.75,731.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0302098241586371,0.000527034761261724,0.00591286598186191,-0.0212973399496544,0.0224206787108496,0.00430953121962712,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_13.jpg",10003,"apple",81.93,1230,NA,585.5,174,559.312,719.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0473087522210566,0.0146811611758874,-0.00780541585975066,-0.0139357703401989,0.000818502449050578,-0.0345239092206575,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_15.jpg",10003,"apple",81.93,1230,NA,623.719,159.594,583.812,732.312,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0209288220397222,-0.0321853552594646,0.0293044258316273,-0.00372243224255935,-0.0194770599555536,0.000718369811305198,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_17.jpg",10003,"apple",81.93,1230,NA,575.188,166.625,586.031,698.406,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0472456622193423,0.063400649352031,0.0418196503082892,-0.00343571843097271,-0.00276192577544721,0.0107318598585146,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_19.jpg",10003,"apple",81.93,1230,NA,524.833,149.75,548.25,713.375,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0555981841514068,-0.021325046571867,-0.0104526932987311,-0.0107014739376142,0.000909408898575241,0.0242255045963444,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_3.jpg",10003,"apple",81.93,1230,NA,555.25,175.625,592.188,660.375,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.042690571158727,-0.00490405303783051,0.0443112133779135,-0.0172354291657609,0.00695408355362497,-0.00443316324967529,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_5.jpg",10003,"apple",81.93,1230,NA,587.344,186.594,586.167,686.167,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0480990898857081,-0.0542410557996169,0.0320049430547216,-0.0439658749845672,0.0117572377693417,-0.0179153953785573,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10003_7.jpg",10003,"apple",81.93,1230,NA,576.333,139.833,576.5,705.25,8.25129878040381,6.87462592969394,47.1185339178625,0.996406350944328,0.0098451075021166,0.0427540036274712,0.00939917315590681,0.0315400357102975,0.00965944349839273,0.0219033785784841,0.00824765951161768,7.87060045732778,6.68158581803044,43.8510823817877,0.996594115474196,0.00765956310899269,1.17795395759024,0.0322042552092184,-0.00449311798721998,0.0106812102937343,-0.013017750900831,0.00287231338193199,-9.11006045099701e-05,"Milwaukee","Kentville","domestica","dessert","United States","new","1899","160.34"
"BW_10004_1.jpg",10004,"apple",81.93,915,NA,553.812,150.625,506.438,730.375,6.63184325691536,6.84807763303059,36.6109776390815,0.997986864661296,0.0086226632129781,-0.0298093488367579,-0.0170395724048298,-0.0111045023180514,0.0382627424577904,-0.0175350387035857,-0.0060224076084559,6.58942656050657,6.63959912206039,35.2567386643034,0.997873506778468,0.00722578088295287,0.992443435118377,-0.0345455550549963,-0.0115844526024074,0.00403600645829586,0.0201245365106785,-0.00182313334700963,-0.00192692314226565,"Lyons","USDA","domestica","dessert","United States","new","NA","97.192999999999998"
"BW_10004_11.jpg",10004,"apple",81.93,915,NA,550.75,143.688,537.375,684.125,6.63184325691536,6.84807763303059,36.6109776390815,0.997986864661296,0.0086226632129781,-0.0557793933369124,-0.0095691238536464,-0.0296596080613962,0.00850774976608857,0.0050430422643255,-0.0131343862494333,6.58942656050657,6.63959912206039,35.2567386643034,0.997873506778468,0.00722578088295287,0.992443435118377,-0.0345455550549963,-0.0115844526024074,0.00403600645829586,0.0201245365106785,-0.00182313334700963,-0.00192692314226565,"Lyons","USDA","domestica","dessert","United States","new","NA","97.192999999999998"
"BW_10004_13.jpg",10004,"apple",81.93,915,NA,573.312,124.594,535.125,707.375,6.63184325691536,6.84807763303059,36.6109776390815,0.997986864661296,0.0086226632129781,-0.0226845824879603,0.0113789982669446,0.02482683647311,0.0354124423866953,0.0110738885473631,-0.00499291776933522,6.58942656050657,6.63959912206039,35.2567386643034,0.997873506778468,0.00722578088295287,0.992443435118377,-0.0345455550549963,-0.0115844526024074,0.00403600645829586,0.0201245365106785,-0.00182313334700963,-0.00192692314226565,"Lyons","USDA","domestica","dessert","United States","new","NA","97.192999999999998"
"BW_10004_15.jpg",10004,"apple",81.93,915,NA,606.562,179.688,532.167,691.25,6.63184325691536,6.84807763303059,36.6109776390815,0.997986864661296,0.0086226632129781,-0.0408907225281493,0.004528791226094,0.0316541920254305,0.0167559346001326,-0.0273602825526682,0.00130868229288956,6.58942656050657,6.63959912206039,35.2567386643034,0.997873506778468,0.00722578088295287,0.992443435118377,-0.0345455550549963,-0.0115844526024074,0.00403600645829586,0.0201245365106785,-0.00182313334700963,-0.00192692314226565,"Lyons","USDA","domestica","dessert","United States","new","NA","97.192999999999998"
